name,calories,total_fat,saturated_fat,polyunsaturated_fatty_acids,protein,carbohydrate,sugars,lactose,fiber,calcium,vitamin_d,vitamin_e,vitamin_k,vitamin_c,vitamin_a,vitamin_b12,vitamin_b6
"BEAR NAKED, Double Chocolate Cookies",423.0,17.0,4.1,4.2,6.6,66.9,35.2,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
"BEAR NAKED, Fruit & Nut Cookies",443.0,21.0,5.1,7.3,7.5,61.6,29.4,0.0,7.1,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.06
"BURGER KING, CROISSAN'WICH with Egg and Cheese",283.0,16.0,4.8,2.93,10.35,24.79,4.03,1.71,0.7,231.0,0.0,1.11,9.5,0.0,0.0,0.53,0.117
"BURGER KING, CROISSAN'WICH with Sausage and Cheese",376.0,25.0,8.6,3.114,13.73,23.0,3.36,0.89,0.7,107.0,0.0,0.98,6.5,0.0,0.0,0.55,0.182
"BURGER KING, Cheeseburger",286.0,15.0,6.8,1.521,14.57,23.71,4.49,0.07,1.0,93.0,0.0,0.1,5.7,0.2,0.0,0.0,0.09
"BURGER KING, Chicken Strips",292.0,15.0,2.7,7.371,18.2,20.49,0.0,0.0,1.3,13.0,0.0,3.93,6.3,1.1,11.0,0.15,0.402
"BURGER KING, Double Cheeseburger",282.0,16.0,6.9,1.215,16.83,17.43,4.17,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BURGER KING, Egg and Cheese",308.0,22.0,8.3,4.212,12.09,15.9,3.12,0.64,1.8,90.0,0.0,1.54,9.5,0.0,568.0,0.51,0.159
"BURGER KING, Hamburger",261.0,11.0,3.8,1.244,14.85,26.76,5.6,0.0,1.0,76.0,0.0,0.04,5.5,0.2,0.0,0.0,0.101
"BURGER KING, Hash Brown Rounds",302.0,19.0,3.3,8.984,2.8,29.37,0.63,0.0,2.3,15.0,0.0,4.4,0.0,4.3,2.0,0.0,0.187
"BURGER KING, Onion Rings",417.0,25.0,4.2,12.149,3.86,43.58,5.43,0.0,2.7,115.0,0.0,4.92,0.0,1.4,6.0,0.0,0.133
"BURGER KING, Original Chicken Sandwich",286.0,15.0,2.7,7.22,12.14,26.22,3.02,0.02,2.4,46.0,0.0,0.0,23.7,0.2,0.0,0.0,0.154
"BURGER KING, Premium Fish Sandwich",260.0,12.0,1.9,6.257,10.29,26.69,3.53,0.0,0.9,37.0,0.0,0.0,22.5,0.2,0.0,0.0,0.036
"BURGER KING, Vanilla Shake",168.0,8.7,5.3,0.434,3.19,19.03,11.67,4.26,0.0,104.0,0.0,0.32,0.0,0.0,0.0,0.36,0.03
"BURGER KING, french fries",280.0,12.0,2.1,5.946,3.23,38.7,0.51,0.0,2.9,17.0,0.0,2.45,11.1,2.2,0.0,0.0,0.327
"BURGER KING, french toast sticks",349.0,18.0,4.0,2.566,6.0,41.21,9.89,0.15,1.4,53.0,0.0,0.88,14.5,0.0,0.0,0.0,0.053
"BURGER KING, no cheese",242.5,14.5,5.05,3.2024999999999997,12.34,16.145,3.87,0.0,1.6,37.0,0.0,0.075,16.8,0.2,0.0,0.0,0.10250000000000001
"BURGER KING, with cheese",258.0,16.0,6.4,3.3855,12.83,15.11,3.8600000000000003,0.07,1.3,80.0,0.0,0.07,15.3,0.2,0.0,0.0,0.0925
"Babyfood, Baby MUM MUM Rice Biscuits",391.0,0.9,0.2,0.255,12.5,83.21,12.5,0.0,0.0,0.0,0.0,0.17,0.0,0.0,1.0,0.0,0.571
"Babyfood, Banana with orange medley",86.0,0.0,0.0,0.0,1.06,20.41,14.27,0.0,2.1,0.0,0.0,0.49,2.3,24.5,557.0,0.0,0.232
"Babyfood, GERBER GRADUATE FRUIT SPLASHERS",31.0,0.0,0.0,0.015,0.0,7.4,6.12,0.0,0.0,71.0,0.0,0.0,0.2,35.3,4.0,0.0,0.022
"Babyfood, GERBER GRADUATE YOGURT MELTS",429.0,4.0,2.2,0.194,14.29,71.43,57.14,0.0,2.3,457.0,3.0,6.43,12.2,57.1,1396.0,1.7,0.168
"Babyfood, Real Fruit Bars",330.0,2.2,0.4,0.664,0.82,76.61,68.65,0.0,2.0,18.0,0.0,0.96,2.5,179.9,233.0,0.0,0.201
"Babyfood, apple",47.0,0.1,0.0,0.031,0.0,11.7,10.7,0.0,0.1,4.0,0.0,0.6,0.0,57.9,18.0,0.0,0.029
"Babyfood, apple - cherry",47.0,0.1,0.0,0.03,0.2,11.2,10.5,0.0,0.3,7.0,0.0,0.02,0.2,32.1,18.0,0.0,0.03
"Babyfood, apple and cherry",41.0,0.2,0.0,0.06,0.1,9.9,8.98,0.0,0.1,5.0,0.0,0.02,0.4,58.3,5.0,0.0,0.031
"Babyfood, apple and grape",46.0,0.2,0.0,0.059,0.1,11.34,10.9,0.0,0.1,6.0,0.0,0.0,0.0,31.5,4.0,0.0,0.034
"Babyfood, apple and peach",43.0,0.1,0.0,0.031,0.2,10.5,9.59,0.0,0.1,3.0,0.0,0.15,0.5,58.5,63.0,0.0,0.022
"Babyfood, apple and plum",49.0,0.0,0.0,0.0,0.1,12.3,11.54,0.0,0.1,5.0,0.0,0.04,0.8,58.2,43.0,0.0,0.028
"Babyfood, apple and prune",72.0,0.1,0.0,0.031,0.2,18.1,10.58,0.0,0.1,9.0,0.0,0.05,1.3,67.5,16.0,0.0,0.035
"Babyfood, apple and sweet potato",64.0,0.2,0.0,0.079,0.3,15.3,11.6,0.0,1.4,8.0,0.0,0.16,0.8,6.4,2050.0,0.0,0.05
"Babyfood, apple-banana juice",51.0,0.1,0.0,0.034,0.2,12.3,11.0,0.0,0.2,7.0,0.0,0.02,0.0,27.9,9.0,0.0,0.06
"Babyfood, apple-cranberry juice",46.0,0.0,0.0,0.012,0.0,11.49,6.88,0.0,0.0,6.0,0.0,0.56,2.4,27.9,28.0,0.0,0.03
"Babyfood, apple-sweet potato",48.0,0.1,0.0,0.05,0.3,11.4,9.6,0.0,0.5,15.0,0.0,0.34,0.7,34.1,3081.0,0.0,0.07
"Babyfood, arrowroot",424.0,10.0,1.0,0.591,7.6,75.4,0.0,0.0,0.2,32.0,0.0,3.86,0.5,5.5,0.0,0.07,0.04
"Babyfood, baked whole grain corn snack",503.0,29.0,4.7,7.698,0.0,61.59,0.0,0.0,0.0,285.0,3.0,8.57,9.8,0.0,265.0,0.1,0.258
"Babyfood, banana juice with low fat yogurt",89.0,0.8,0.5,0.022,2.5,17.54,13.28,0.0,0.4,79.0,1.0,0.05,0.4,33.9,28.0,0.43,0.12
"Babyfood, beef with vegetables",96.0,6.9,2.8,0.9,2.03,6.36,2.16,0.0,1.8,19.0,1.0,0.57,11.6,0.0,4436.0,0.09,0.083
"Babyfood, butternut squash and corn",50.0,0.6,0.1,0.28,2.0,9.26,2.93,0.0,2.0,32.0,0.0,0.08,2.4,4.9,2793.0,0.0,0.11
"Babyfood, canned",62.0,0.0,0.0,0.0,0.0,15.38,15.3,0.0,0.0,12.0,0.0,0.0,16.9,33.8,77.0,0.0,0.06
"Babyfood, chicken and rice",51.0,0.9,0.2,0.188,1.6,9.2,0.55,0.0,1.1,18.0,1.0,0.11,1.8,1.0,1170.0,0.1,0.03
"Babyfood, cookies",433.0,13.0,2.4,2.878,11.8,67.1,24.2,0.0,0.2,101.0,0.0,0.46,1.1,7.0,23.0,0.46,5.899
"Babyfood, dry",391.5,5.116666666666666,0.7666666666666666,1.6286666666666665,12.833333333333334,74.03166666666667,6.7250000000000005,0.0,4.016666666666667,798.8333333333334,0.0,1.0166666666666666,1.9666666666666668,2.2333333333333334,51.333333333333336,0.12666666666666668,0.35200000000000004
"Babyfood, dry fortified",391.0,5.116666666666666,0.7333333333333334,2.1694999999999998,10.315,76.25,10.885,0.0,6.933333333333334,816.3333333333334,141.83333333333334,3.9966666666666666,3.5,10.866666666666665,6.666666666666667,2.315,0.6161666666666666
"Babyfood, finger snacks cereal fortified",421.0,9.9,1.6,3.638,6.4,76.68,28.0,0.0,2.3,400.0,0.0,3.9,15.0,10.0,0.0,0.0,0.05
"Babyfood, fruit",435.0,13.0,2.7,4.334,6.8,73.7,24.2,0.0,3.4,83.0,0.0,1.48,3.2,1.5,2348.0,0.22,0.21
"Babyfood, fruit filling",344.0,5.3,0.5,1.541,5.43,68.63,42.0,0.0,1.7,1053.0,0.0,0.9,4.1,2.4,277.0,0.19,1.105
"Babyfood, fruit supreme dessert",73.0,0.2,0.0,0.068,0.5,17.18,14.87,0.0,2.0,6.0,0.0,0.79,5.1,12.7,50.0,0.0,0.07
"Babyfood, green beans and potatoes",62.0,1.9,1.1,0.132,2.2,9.0,2.35,1.34,1.4,60.0,0.0,0.08,1.4,1.1,85.0,0.15,0.08
"Babyfood, instant",406.0,3.0,0.6,1.072,8.7,85.98,0.72,0.0,6.5,55.0,0.0,0.65,0.7,0.0,0.0,0.0,0.98
"Babyfood, instant fortified",389.0,0.9,0.2,0.231,6.6,88.5,1.35,0.0,2.6,38.0,0.0,0.13,0.3,250.0,0.0,0.0,0.09
"Babyfood, junior",70.79310344827586,1.8775862068965519,0.5810344827586206,0.32325862068965516,2.7934482758620693,11.249655172413794,4.9591379310344825,0.029482758620689654,1.0413793103448277,18.189655172413794,2.293103448275862,0.2767241379310345,3.363793103448276,9.653448275862068,1020.3103448275862,0.15793103448275864,0.06339655172413793
"Babyfood, mango and kiwi",53.0,0.0,0.0,0.0,0.47,12.88,10.18,0.0,2.0,9.0,0.0,0.41,5.9,23.3,294.0,0.0,0.059
"Babyfood, mango with tapioca",70.0,0.2,0.0,0.03,0.3,19.0,13.0,0.0,1.1,8.0,0.0,0.66,2.5,15.8,450.0,0.0,0.08
"Babyfood, mix vegetables junior",36.0,0.4,0.1,0.186,1.4,8.2,1.78,0.0,1.5,11.0,0.0,0.52,7.4,2.5,4195.0,0.0,0.081
"Babyfood, mix vegetables strained",36.0,0.5,0.1,0.194,1.0,8.25,1.57,0.0,1.5,13.0,0.0,0.24,7.0,1.7,3166.0,0.0,0.055
"Babyfood, mixed fruit",47.0,0.1,0.0,0.039,0.1,11.7,8.46,0.0,0.1,8.0,0.0,0.04,0.9,63.6,42.0,0.0,0.043
"Babyfood, mixed fruit juice with low fat yogurt",76.0,0.8,0.5,0.022,2.4,14.68,10.8,0.0,0.4,81.0,1.0,0.03,0.2,33.9,28.0,0.43,0.05
"Babyfood, multigrain cereal and added DHA fortified",98.0,3.5,1.8,0.367,3.4,13.22,11.46,0.0,0.3,107.0,3.0,0.07,0.3,1.4,86.0,0.32,0.034
"Babyfood, multigrain cereal and added iron fortified",92.0,3.1,1.6,0.405,3.05,13.0,11.46,0.0,0.6,98.0,2.0,0.09,0.9,3.6,82.0,0.29,0.036
"Babyfood, orange",45.0,0.3,0.0,0.06,0.6,10.2,8.26,0.0,0.1,12.0,0.0,0.04,0.1,62.5,55.0,0.0,0.054
"Babyfood, orange and apple",43.0,0.2,0.0,0.0,0.4,10.1,0.0,0.0,0.0,10.0,0.0,0.0,0.0,76.9,73.0,0.0,0.038
"Babyfood, orange and apple and banana",47.0,0.1,0.0,0.027,0.4,11.5,10.03,0.0,0.1,5.0,0.0,0.02,0.1,32.1,27.0,0.0,0.062
"Babyfood, orange and apricot",46.0,0.1,0.0,0.02,0.8,10.9,0.0,0.0,0.1,6.0,0.0,0.6,0.0,85.9,216.0,0.0,0.056
"Babyfood, orange and banana",50.0,0.1,0.0,0.0,0.7,11.9,0.0,0.0,0.0,17.0,0.0,0.0,0.0,34.0,46.0,0.0,0.054
"Babyfood, orange and pineapple",48.0,0.1,0.0,0.024,0.5,11.7,0.0,0.0,0.1,8.0,0.0,0.6,0.0,53.4,31.0,0.0,0.062
"Babyfood, orange-carrot",43.0,0.1,0.0,0.03,0.5,9.9,8.4,0.0,0.4,16.0,0.0,0.29,1.5,34.1,1880.0,0.0,0.05
"Babyfood, organic",64.0,0.0,0.0,0.0,1.1,14.82,9.09,0.0,1.2,6.0,0.0,0.07,1.0,2732.0,417.0,0.0,0.057
"Babyfood, pasta with vegetables",60.0,2.1,1.2,0.144,1.7,8.4,1.2,0.0,1.5,14.0,0.0,0.23,2.1,2.9,555.0,0.0,0.11
"Babyfood, peach yogurt",76.0,0.2,0.1,0.005,0.9,17.6,11.11,0.0,0.4,27.0,0.0,0.0,0.0,11.7,3.0,0.43,0.02
"Babyfood, pear",47.0,0.0,0.0,0.0,0.0,11.86,7.28,0.0,0.1,12.0,0.0,0.09,3.4,33.8,0.0,0.0,0.01
"Babyfood, peas and brown rice",64.0,0.5,0.1,0.18,3.4,11.49,2.89,0.0,2.5,14.0,0.0,0.07,12.6,3.0,390.0,0.0,0.06
"Babyfood, prepared with whole milk",100.58333333333333,3.5833333333333335,1.0833333333333333,0.16516666666666666,4.7525,12.636666666666668,2.723333333333333,1.9324999999999999,0.2833333333333334,212.25,23.333333333333332,0.1925,0.20833333333333334,0.25,102.16666666666667,0.3641666666666667,0.07858333333333334
"Babyfood, pretzels",397.0,2.0,0.4,1.054,10.8,82.2,3.08,0.0,2.3,25.0,0.0,0.28,0.3,3.8,8.0,0.0,0.083
"Babyfood, prune and orange",70.0,0.3,0.0,0.0,0.6,16.8,0.0,0.0,0.0,12.0,0.0,0.0,0.0,63.8,131.0,0.0,0.061
"Babyfood, strained",64.9620253164557,1.169620253164557,0.37848101265822787,0.1850126582278481,2.31126582278481,11.806962025316455,5.4315189873417715,0.006329113924050633,1.1620253164556962,17.670886075949365,2.0759493670886076,0.2759493670886076,6.360759493670886,12.183544303797468,1058.4177215189873,0.13911392405063291,0.07359493670886076
"Babyfood, sweet potatoes strained",57.0,0.1,0.0,0.044,1.1,13.2,4.05,0.0,1.5,16.0,0.0,0.52,1.4,9.9,6438.0,0.0,0.093
"Babyfood, teething biscuits",392.0,4.2,1.2,0.998,10.7,76.4,12.65,0.0,1.4,263.0,21.0,1.1,0.5,9.1,116.0,0.07,0.111
"Babyfood, toddler",77.63157894736842,1.2947368421052632,0.3684210526315789,0.1553157894736842,2.891578947368421,13.602631578947367,5.427894736842105,0.0010526315789473684,1.0,21.31578947368421,0.8421052631578947,0.2168421052631579,3.2473684210526317,7.478947368421053,1367.157894736842,0.15842105263157896,0.06984210526315789
"Babyfood, toddler fortified",402.0,7.1,1.6,2.29,10.5,74.1,11.09,0.0,7.8,286.0,0.0,2.48,7.5,2.7,89.0,0.0,0.38
"Babyfood, toddlers",48.0,1.5,0.9,0.092,1.11,7.47,1.17,0.02,1.2,20.0,0.0,0.09,8.1,1.5,84.0,0.01,0.089
"Babyfood, tropical fruit medley",51.0,0.1,0.0,0.0,0.31,12.22,9.78,0.0,1.3,0.0,0.0,0.1,0.8,15.9,88.0,0.0,0.039
"Babyfood, vegetable",477.0,20.0,2.0,1.022,8.4,66.85,13.0,0.0,4.0,41.0,0.0,8.05,7.1,50.5,3571.0,0.0,0.12
"Babyfood, with calcium",49.0,0.1,0.0,0.0305,0.13,11.899999999999999,9.8,0.0,0.4,95.5,0.0,0.005,0.05,21.2,1.5,0.0,0.04
"Babyfood, with tomato sauce",99.0,2.2,1.0,0.48,3.6,16.3,0.59,0.0,0.1,54.0,1.0,0.42,9.4,0.1,494.0,0.05,0.09
"Babyfood, without added fluoride.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacon and beef sticks,517.0,44.0,16.0,4.3,29.1,0.8,0.8,0.0,0.0,14.0,0.0,0.0,1.6,0.0,0.0,1.9,0.5
"Bacon bits, meatless",476.0,26.0,4.1,13.548,32.0,28.6,0.0,0.0,10.2,101.0,0.0,6.9,0.0,1.9,0.0,1.2,0.08
"Bacon, low sodium",253.0,20.0,6.7,4.275,13.33,4.8,0.0,0.0,0.0,10.0,10.0,2.7,10.8,24.0,25.0,0.66,0.401
"Bacon, meatless",309.0,30.0,4.6,15.441,11.69,5.31,0.0,0.0,2.6,23.0,0.0,6.9,0.0,0.0,88.0,0.0,0.479
"Bacon, unprepared",407.0,39.0,0.0,0.0,12.53,0.83,0.83,0.0,0.0,4.0,0.0,0.43,0.0,0.0,0.0,0.5,0.0
"Bagels, cinnamon-raisin",274.0,1.7,0.3,0.671,9.8,55.2,5.98,0.0,2.3,19.0,0.0,0.31,0.7,0.7,73.0,0.0,0.062
"Bagels, egg",278.0,2.1,0.4,0.642,10.6,53.0,0.0,0.0,2.3,13.0,0.0,0.0,0.0,0.6,109.0,0.16,0.087
"Bagels, multigrain",241.0,1.2,0.0,0.7,9.9,47.47,8.66,0.0,6.2,124.0,0.0,0.66,0.6,0.0,2.0,0.0,0.18
"Bagels, oat bran",255.0,1.2,0.2,0.486,10.7,53.3,1.63,0.0,3.6,12.0,0.0,0.33,0.4,0.2,4.0,0.0,0.043
"Bagels, toasted",290.5,1.6,0.25,0.638,10.870000000000001,58.345,7.785,0.0,2.15,17.5,0.0,0.23,0.9,0.3,35.5,0.0,0.065
"Bagels, wheat",250.0,1.5,0.0,0.936,10.2,48.89,6.12,0.0,4.1,20.0,0.0,0.32,1.5,0.0,0.0,0.0,0.147
"Bagels, whole grain white",255.0,0.0,0.0,0.0,9.3,54.52,9.3,0.0,4.7,93.0,0.0,0.24,0.5,0.0,3.0,0.0,0.145
"Bagels, with calcium propionate (includes onion",269.5,1.4500000000000002,0.30000000000000004,0.611,10.530000000000001,52.89,4.215,0.0,1.95,146.5,0.0,3.73,0.1,0.0,0.0,0.0,0.0605
"Bagels, without calcium propionate (includes onion",275.0,1.6,0.2,0.696,10.5,53.4,0.0,0.0,2.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051
"Bagels, without calcium propionate(includes onion",275.0,1.6,0.2,0.696,10.5,53.4,0.0,0.0,2.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051
"Baking chocolate, M&M's Milk Chocolate Mini Baking Bits",502.0,23.0,14.0,0.0,4.78,68.4,62.54,0.0,2.7,116.0,0.0,0.0,0.0,0.6,224.0,0.0,0.0
"Baking chocolate, M&M's Semisweet Chocolate Mini Baking Bits",517.0,26.0,16.0,0.0,4.44,65.96,53.07,0.0,6.7,34.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0
"Baking chocolate, liquid",472.0,48.0,25.0,10.7,12.1,36.2,0.0,0.0,18.1,54.0,0.0,0.0,0.0,0.0,12.0,0.0,0.072
"Baking chocolate, squares",534.0,34.0,20.3,1.3565,8.98,52.915,35.155,0.0,10.3,67.5,0.0,0.38,5.949999999999999,0.05,0.0,0.0,0.0305
"Balsam-pear (bitter gourd), raw",23.5,0.44999999999999996,0.0,0.0,3.15,3.495,0.0,0.0,1.4,51.5,0.0,0.0,0.0,86.0,1102.5,0.0,0.42300000000000004
"Balsam-pear (bitter gourd), with salt",25.5,0.2,0.0,0.0,2.22,5.24,1.495,0.0,1.95,25.5,0.0,0.7949999999999999,83.95,44.3,1264.5,0.0,0.4005
"Balsam-pear (bitter gourd), without salt",26.5,0.2,0.0,0.0805,2.22,5.5,1.495,0.0,1.95,25.5,0.0,0.7949999999999999,83.95,44.3,1264.5,0.0,0.4005
"Bamboo shoots, drained solids",19.0,0.4,0.1,0.178,1.72,3.22,1.89,0.0,1.4,8.0,0.0,0.63,0.0,1.1,13.0,0.0,0.136
"Bamboo shoots, raw",27.0,0.3,0.1,0.134,2.6,5.2,3.0,0.0,2.2,13.0,0.0,1.0,0.0,4.0,20.0,0.0,0.24
"Bamboo shoots, with salt",11.0,0.2,0.1,0.098,1.53,1.52,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098
"Bamboo shoots, without salt",12.0,0.2,0.1,0.098,1.53,1.92,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098
"Bananas, or banana powder",346.0,1.8,0.7,0.337,3.89,88.28,47.3,0.0,9.9,22.0,0.0,0.39,2.0,7.0,248.0,0.0,0.44
"Bananas, raw",89.0,0.3,0.1,0.073,1.09,22.84,12.23,0.0,2.6,5.0,0.0,0.1,0.5,8.7,64.0,0.0,0.367
"Barbecue loaf, beef",173.0,8.9,3.2,0.81,15.84,6.4,0.0,0.0,0.0,55.0,36.0,0.0,0.0,0.0,68.0,1.68,0.26
Barley flour or meal,345.0,1.6,0.3,0.771,10.5,74.52,0.8,0.0,10.1,32.0,0.0,0.57,2.2,0.0,0.0,0.0,0.396
Barley malt flour,361.0,1.8,0.4,0.953,10.28,78.3,0.8,0.0,7.1,37.0,0.0,0.57,2.2,0.6,19.0,0.0,0.655
"Barley, cooked",123.0,0.4,0.1,0.214,2.26,28.22,0.28,0.0,3.8,11.0,0.0,0.01,0.8,0.0,7.0,0.0,0.115
"Barley, hulled",354.0,2.3,0.5,1.108,12.48,73.48,0.8,0.0,17.3,33.0,0.0,0.57,2.2,0.0,22.0,0.0,0.318
"Barley, raw",352.0,1.2,0.2,0.56,9.91,77.72,0.8,0.0,15.6,29.0,0.0,0.02,2.2,0.0,22.0,0.0,0.26
"Basil, fresh",23.0,0.6,0.0,0.389,3.15,2.65,0.3,0.0,1.6,177.0,0.0,0.8,414.8,18.0,5275.0,0.0,0.155
"Beans, boiled with salt",123.0,0.2,0.0,0.093,9.49,21.85,0.0,0.0,9.3,44.0,0.0,0.0,0.0,1.2,3.0,0.0,0.104
"Beans, canned",99.83333333333333,0.3833333333333333,0.10000000000000002,0.163,6.491666666666667,18.14,0.6766666666666667,0.0,5.383333333333333,46.0,0.0,0.5,2.533333333333333,1.1166666666666667,1.0,0.0,0.078
"Beans, cooked",97.0,1.0,0.1,0.555,5.0,16.9,5.25,0.0,4.2,31.0,0.0,0.21,0.4,1.7,12.0,0.01,0.27
"Beans, drained solids",47.714285714285715,0.4714285714285715,0.08571428571428573,0.15085714285714286,2.987142857142857,8.784285714285714,1.1657142857142857,0.0,2.6,37.42857142857143,0.0,0.06,24.2,2.257142857142857,167.42857142857142,0.0,0.023714285714285712
"Beans, drained without salt",28.0,0.2,0.0,0.083,1.49,6.45,1.88,0.0,3.0,42.0,0.0,0.04,38.1,4.1,419.0,0.0,0.06
"Beans, home prepared",155.0,5.2,1.9,0.74,5.54,21.63,0.0,0.0,5.5,61.0,0.0,0.0,0.0,1.1,0.0,0.0,0.09
"Beans, liquid from stewed kidney beans",47.0,3.2,1.2,0.34,1.8,2.8,0.0,0.0,0.1,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03
"Beans, low sodium",92.0,0.42500000000000004,0.1,0.16575,5.805,16.895,1.1275,0.0,5.425,41.0,0.0,0.495,2.875,1.375,1.25,0.0,0.094
"Beans, microwaved",39.5,0.45,0.0,0.054,2.145,6.695,2.91,0.0,3.4,58.0,0.0,0.21,28.85,9.15,259.5,0.0,0.0935
"Beans, no salt added",105.0,0.4,0.1,0.172,4.8,20.49,7.78,0.0,5.5,50.0,0.0,0.15,0.8,3.1,106.0,0.0,0.13
"Beans, plain or vegetarian",94.0,0.4,0.1,0.121,4.75,21.14,7.96,0.0,4.1,34.0,0.0,0.15,0.8,0.0,108.0,0.0,0.084
"Beans, raw",259.27272727272725,0.9727272727272727,0.20454545454545456,0.46486363636363637,17.299090909090907,47.53,1.6731818181818183,0.0,14.818181818181818,115.63636363636364,0.0,0.16818181818181818,8.55909090909091,6.618181818181818,55.54545454545455,0.0,0.32095454545454544
"Beans, rinsed in tap water",119.0,0.95,0.15,0.175,7.58,20.785,0.0,0.0,3.0,61.0,0.0,0.015,2.85,0.15000000000000002,0.0,0.0,0.0565
"Beans, solids and liquids",33.625,0.2375,0.025,0.104375,1.94125,6.6825,0.74875,0.0,2.475,28.5,0.0,0.1275,13.2,2.5875,187.875,0.0,0.045875
"Beans, sweetened",237.0,0.0,0.0,0.006,3.8,55.01,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,5.0,0.0,0.084
"Beans, unprepared",80.66666666666667,0.3,0.03333333333333333,0.169,4.463333333333334,15.873333333333333,1.4766666666666666,0.0,3.6999999999999997,47.333333333333336,0.0,0.15666666666666665,29.933333333333334,8.933333333333334,226.33333333333334,0.0,0.10033333333333333
"Beans, with beef",121.0,3.5,1.7,0.205,6.38,16.91,0.0,0.0,0.0,45.0,0.0,0.0,0.0,1.8,213.0,0.0,0.09
"Beans, with franks",142.0,6.6,2.4,0.836,6.75,15.39,6.53,0.0,6.9,48.0,0.0,0.16,1.0,2.3,87.0,0.34,0.046
"Beans, with pork",106.0,1.6,0.6,0.199,5.19,19.99,0.0,0.0,5.5,53.0,0.0,0.0,0.0,2.0,0.0,0.0,0.064
"Beans, with pork and sweet sauce",105.0,0.9,0.2,0.4,4.52,21.57,8.23,0.0,4.4,39.0,0.0,0.04,0.4,0.0,17.0,0.0,0.05
"Beans, with pork and tomato sauce",94.0,0.9,0.3,0.157,5.15,18.69,5.67,0.0,4.0,56.0,0.0,0.1,0.5,3.0,84.0,0.0,0.063
"Beans, with salt",105.52173913043478,0.4782608695652174,0.08695652173913043,0.21721739130434783,6.9452173913043485,19.54478260869565,0.6108695652173913,0.0,6.182608695652173,47.30434782608695,0.0,0.3239130434782609,8.917391304347825,4.21304347826087,60.0,0.0,0.11091304347826088
"Beans, without salt",109.73913043478261,0.4782608695652174,0.09130434782608696,0.23421739130434785,7.29304347826087,20.240434782608695,0.5291304347826087,0.0,6.456521739130435,47.69565217391305,0.0,0.28565217391304343,7.482608695652174,4.086956521739131,37.52173913043478,0.0,0.11282608695652174
"Bear, meat (Alaska Native)",155.0,8.3,0.0,0.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0
"Bear, raw (Alaska Native)",130.0,3.1,0.6,0.46,25.6,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,1400.0,0.0,0.0
"Beef Pot Pie, prepared",220.0,11.0,4.1,1.462,7.25,22.05,0.0,0.0,0.8,14.0,0.0,0.26,2.7,0.3,0.0,0.32,0.133
"Beef composite, cooked",203.0,9.2,3.5,0.455,28.73,0.0,0.0,0.0,0.0,11.0,3.0,0.27,1.5,0.0,2.0,1.99,0.523
"Beef macaroni with tomato sauce, reduced fat",113.0,2.0,0.4,0.228,5.89,17.99,3.8,0.0,1.4,12.0,0.0,0.65,2.6,3.9,152.0,0.29,0.117
"Beef sausage, cooked",332.0,28.0,11.0,0.663,18.21,0.35,0.0,0.0,0.0,11.0,18.0,0.24,1.1,0.0,81.0,2.01,0.313
"Beef sausage, pre-cooked",405.0,38.0,15.0,1.025,15.5,0.03,0.0,0.0,0.0,15.0,25.0,0.49,2.1,0.7,114.0,2.03,0.192
"Beef stew, canned entree",99.0,5.5,2.2,0.251,4.41,7.85,1.76,0.0,0.9,12.0,0.0,0.27,6.2,0.7,223.0,0.5,0.087
"Beef, baked",215.375,11.4875,4.6125,0.38687499999999997,26.01875,0.0,0.0,0.0,0.0,17.375,2.0,0.12,1.65,0.0,9.0,2.49,0.339375
"Beef, boiled",186.28571428571428,10.328571428571427,3.642857142857143,0.6950000000000001,22.274285714285718,1.0657142857142856,0.0,0.0,0.0,28.142857142857142,13.571428571428571,1.1028571428571428,0.0,0.0,10084.42857142857,18.97714285714286,0.15914285714285717
"Beef, braised",246.04098360655738,13.29016393442623,5.156557377049181,0.6286393442622951,30.352213114754097,0.042622950819672135,0.0,0.0,0.0,12.12295081967213,5.385245901639344,0.2826229508196721,1.280327868852459,1.1098360655737705,270.38524590163934,3.299918032786885,0.3241311475409836
"Beef, broiled",230.5,12.878431372549018,5.000980392156863,0.48315686274509806,26.848235294117647,0.0,0.0,0.0,0.0,13.205882352941176,1.3235294117647058,0.23941176470588238,0.9931372549019608,0.0,0.7058823529411765,2.3520588235294118,0.45739215686274515
