name,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,calories,total_fat,saturated_fat,polyunsaturated_fatty_acids,monounsaturated_fatty_acids,protein,carbohydrate,sugars,lactose,fiber,calcium,vitamin_d,vitamin_e,vitamin_k,vitamin_c,vitamin_a,vitamin_b12,vitamin_b6,vitamin_b5
"Porc, escalope de jambon, crue","viandes, œufs, poissons et assimilés",viandes crues,porc,129.0,4.76,1.97,0.59,1.15,21.5,0.0,0.0,0.0,0.0,6.39,0.3,0.16,0.0,0.0,2.0,0.28,0.51,0.66
"Porc, bardière découennée, crue","viandes, œufs, poissons et assimilés",viandes crues,porc,744.0,80.6,28.7,0.0,0.0,4.51,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Porc, gorge, découennée, crue","viandes, œufs, poissons et assimilés",viandes crues,porc,475.0,47.5,16.0,0.0,0.0,11.6,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Porc, hachage sans jarret, sans bateau, découenné, dégraissé, désossé, cru","viandes, œufs, poissons et assimilés",viandes crues,porc,187.0,12.3,4.14,0.0,0.0,18.9,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Porc, jambon sans jarret, sans bateau, découenné, dégraissé, désossé, cru","viandes, œufs, poissons et assimilés",viandes crues,porc,141.0,6.3,2.11,0.0,0.0,20.9,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Porc, jambonneau arrière, découenné, dégraisssé, désossé, cru","viandes, œufs, poissons et assimilés",viandes crues,porc,148.0,7.31,2.4,0.0,0.0,20.2,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Porc, maigre 90/10, cru","viandes, œufs, poissons et assimilés",viandes crues,porc,212.0,15.1,5.46,0.0,0.0,18.8,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Porc, maigre 80/20, cru","viandes, œufs, poissons et assimilés",viandes crues,porc,293.0,24.7,9.16,0.0,0.0,17.3,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Porc, palette, découennée, dégraissée, désossée, crue","viandes, œufs, poissons et assimilés",viandes crues,porc,174.0,10.4,3.58,0.0,0.0,19.9,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Porc, poitrine cutter, sans mouille, crue","viandes, œufs, poissons et assimilés",viandes crues,porc,323.0,28.7,10.2,0.0,0.0,15.9,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Porc, rôti filet avec chaînette, cru","viandes, œufs, poissons et assimilés",viandes crues,porc,146.0,6.2,2.21,0.0,0.0,22.3,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poulet, cuisse, viande et peau, cru","viandes, œufs, poissons et assimilés",viandes crues,poulet,192.0,13.5,3.85,2.96,6.04,17.3,0.0,0.0,0.2,0.0,6.7,0.25,0.74,2.27,3.26,33.6,0.4,0.18,1.29
"Poulet, viande, crue","viandes, œufs, poissons et assimilés",viandes crues,poulet,113.0,3.73,0.85,1.11,1.41,20.0,0.0,0.0,0.0,0.0,11.0,0.15,0.25,2.1,2.3,15.3,0.39,0.41,1.05
"Poulet (var. blanc), viande et peau, cru","viandes, œufs, poissons et assimilés",viandes crues,poulet,123.0,4.3,0.0,0.0,0.0,21.2,0.0,0.0,0.0,0.0,9.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poulet fermier, viande et peau, cru","viandes, œufs, poissons et assimilés",viandes crues,poulet,135.0,5.4,2.3,0.0,0.0,21.5,0.2,0.2,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poulet, viande et peau, cru","viandes, œufs, poissons et assimilés",viandes crues,poulet,173.0,10.1,2.81,2.34,4.52,20.2,0.3,0.2,0.0,0.0,9.69,0.53,0.32,1.5,1.6,24.8,1.29,0.54,0.98
"Poulet, filet, sans peau, cru","viandes, œufs, poissons et assimilés",viandes crues,poulet,110.0,1.5,0.44,0.31,0.59,23.4,0.0,0.0,0.2,0.0,3.3,0.25,0.36,1.3,4.89,21.0,0.17,0.41,1.69
"Poulet, haut de cuisse, viande, cru","viandes, œufs, poissons et assimilés",viandes crues,poulet,116.0,4.12,1.1,0.94,1.5,19.7,0.0,0.0,0.0,0.0,7.0,0.0,0.18,2.9,0.0,7.0,0.61,0.45,1.23
"Poulet éviscéré sans abats, cru","viandes, œufs, poissons et assimilés",viandes crues,poulet,210.0,15.1,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.6,0.0,0.31,0.35,0.0
"Poulet, pilon, cru","viandes, œufs, poissons et assimilés",viandes crues,poulet,155.0,9.05,2.49,2.0,3.66,18.4,0.0,0.0,0.0,0.0,8.5,0.8,0.35,2.5,2.0,28.0,0.42,0.3,1.03
"Poulet, aile, viande et peau, cru","viandes, œufs, poissons et assimilés",viandes crues,poulet,181.0,11.0,3.04,2.57,4.8,20.4,0.0,0.0,0.0,0.0,16.0,0.25,0.78,0.8,0.5,39.6,1.73,0.36,1.01
"Poulet, cuisse, viande, cru","viandes, œufs, poissons et assimilés",viandes crues,poulet,114.0,4.05,1.03,0.98,1.3,19.3,0.0,0.0,0.0,0.0,10.3,0.0,0.2,2.53,3.1,16.7,0.42,0.35,1.2
"Poulet, poitrine, viande et peau, cru","viandes, œufs, poissons et assimilés",viandes crues,poulet,157.0,8.08,2.32,1.71,3.35,21.1,0.0,0.0,0.0,0.0,11.0,0.95,0.39,0.0,1.0,24.0,0.34,0.53,0.8
"Poulet, cuisse, viande et peau, cru, bio","viandes, œufs, poissons et assimilés",viandes crues,poulet,193.0,13.3,3.82,4.02,4.85,18.1,0.0,0.0,0.2,0.0,6.6,0.46,0.08,0.0,1.39,38.2,0.56,0.19,1.76
"Poulet, cuisse, viande et peau, cru, label rouge","viandes, œufs, poissons et assimilés",viandes crues,poulet,173.0,10.6,3.03,2.5,4.54,19.1,0.0,0.0,0.2,0.0,6.1,0.73,0.89,0.0,1.09,34.0,0.48,0.19,1.62
"Poulet, filet, sans peau, cru, bio","viandes, œufs, poissons et assimilés",viandes crues,poulet,118.0,1.8,0.54,0.47,0.6,24.6,0.0,0.0,0.2,0.0,3.6,0.32,0.31,0.0,0.99,21.0,0.25,0.39,1.36
"Poulet, filet, sans peau, cru, label rouge","viandes, œufs, poissons et assimilés",viandes crues,poulet,113.0,1.0,0.3,0.21,0.39,25.2,0.0,0.0,0.2,0.0,3.6,0.25,0.35,0.0,1.12,21.0,0.21,0.37,1.12
"Dinde, viande et peau, crue","viandes, œufs, poissons et assimilés",viandes crues,dinde,132.0,4.31,1.15,1.46,1.46,23.4,0.0,0.0,0.0,0.0,10.5,0.3,0.3,0.0,0.0,9.5,1.11,0.5,0.78
"Dinde, viande, crue","viandes, œufs, poissons et assimilés",viandes crues,dinde,110.0,1.88,0.52,0.61,0.54,22.4,0.8,0.14,0.0,0.0,10.5,0.2,0.15,0.0,0.0,9.0,1.62,0.56,0.82
"Dinde, escalope, crue","viandes, œufs, poissons et assimilés",viandes crues,dinde,109.0,1.22,0.29,0.23,0.29,24.1,0.51,0.32,0.0,0.0,16.4,0.1,0.06,0.0,0.0,6.0,0.63,0.81,0.78
"Dinde, cuisse, viande et peau, crue","viandes, œufs, poissons et assimilés",viandes crues,dinde,150.0,7.85,2.24,2.14,2.58,19.8,0.0,0.0,0.0,0.0,14.0,0.5,0.11,0.0,0.0,13.5,1.12,0.37,0.97
"Dinde, cuisse, viande sans peau, crue","viandes, œufs, poissons et assimilés",viandes crues,dinde,109.0,2.5,0.68,0.61,0.76,21.3,0.4,0.1,0.0,0.0,11.0,0.3,0.12,0.0,0.0,13.0,2.05,0.44,0.94
"Dinde, aile, crue","viandes, œufs, poissons et assimilés",viandes crues,dinde,192.0,12.3,3.28,2.86,4.97,20.2,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,0.39,0.41,0.55
"Mouton, viande, crue","viandes, œufs, poissons et assimilés",viandes crues,agneau et mouton,137.0,6.11,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mouton, épaule, crue","viandes, œufs, poissons et assimilés",viandes crues,agneau et mouton,204.0,14.5,7.71,0.83,5.23,18.3,0.1,0.0,0.0,0.0,8.25,0.4,0.43,0.0,1.0,45.0,5.0,0.2,0.55
"Mouton, pied, cru","viandes, œufs, poissons et assimilés",viandes crues,agneau et mouton,204.0,14.6,0.0,0.0,0.0,18.1,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.2,0.33,0.0
"Mouton, tête, crue","viandes, œufs, poissons et assimilés",viandes crues,agneau et mouton,204.0,14.6,0.0,0.0,0.0,18.1,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.2,0.33,0.0
"Mouton, gigot, cru","viandes, œufs, poissons et assimilés",viandes crues,agneau et mouton,225.0,17.0,0.0,1.68,5.23,18.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agneau, côtelette, crue","viandes, œufs, poissons et assimilés",viandes crues,agneau et mouton,368.0,34.5,16.8,1.6,13.0,14.4,0.0,0.0,0.0,0.0,12.9,0.4,0.7,0.0,1.0,45.0,1.2,0.2,0.55
"Agneau, gigot, cru","viandes, œufs, poissons et assimilés",viandes crues,agneau et mouton,128.0,5.13,1.97,0.47,1.9,20.0,0.48,0.0,0.0,0.0,10.0,0.4,0.46,0.0,1.0,45.0,2.17,0.26,0.63
"Agneau, épaule, crue","viandes, œufs, poissons et assimilés",viandes crues,agneau et mouton,170.0,10.6,3.87,0.52,4.41,18.3,0.45,0.5,0.0,0.0,12.7,0.4,0.46,3.4,1.0,45.0,1.65,0.17,0.62
"Agneau, épaule, maigre, crue","viandes, œufs, poissons et assimilés",viandes crues,agneau et mouton,139.0,6.76,2.42,0.62,2.72,19.6,0.0,0.0,0.0,0.0,15.0,0.1,0.22,3.4,0.0,0.0,2.78,0.16,0.71
"Agneau, collier, cru","viandes, œufs, poissons et assimilés",viandes crues,agneau et mouton,195.0,13.7,5.79,0.92,5.21,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.16,0.0
"Agneau, selle, crue","viandes, œufs, poissons et assimilés",viandes crues,agneau et mouton,236.0,18.4,7.95,1.29,6.97,17.5,0.0,0.0,0.0,0.0,12.8,0.4,0.44,0.0,0.0,45.0,1.73,0.22,0.59
"Agneau, côte filet, crue","viandes, œufs, poissons et assimilés",viandes crues,agneau et mouton,242.0,18.0,7.75,1.26,6.8,17.6,2.3,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.47,0.23,0.0
"Agneau, côte première, crue","viandes, œufs, poissons et assimilés",viandes crues,agneau et mouton,276.0,23.1,10.0,1.57,8.82,16.9,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.64,0.21,0.0
"Agneau, côte ou côtelette, crue (aliment moyen)","viandes, œufs, poissons et assimilés",viandes crues,agneau et mouton,273.0,22.6,10.1,1.29,8.6,16.3,0.92,0.063,0.0,0.0,9.97,0.0,0.0,0.0,0.0,0.0,1.52,0.21,0.0
"Agneau, côte découverte, crue","viandes, œufs, poissons et assimilés",viandes crues,agneau et mouton,205.0,15.0,5.69,0.72,5.8,16.3,1.38,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0
"Sanglier, cru","viandes, œufs, poissons et assimilés",viandes crues,gibier,147.0,7.13,2.47,0.91,3.17,20.7,0.0,0.0,0.0,0.0,9.65,0.12,0.1,0.0,0.0,0.0,0.7,0.3,0.77
"Lièvre, viande crue","viandes, œufs, poissons et assimilés",viandes crues,gibier,111.0,2.67,0.93,1.3,0.29,21.6,0.0,0.0,0.0,0.0,11.6,0.0,0.1,0.0,0.0,0.0,1.0,0.3,0.8
"Chevreuil, cru","viandes, œufs, poissons et assimilés",viandes crues,gibier,110.0,2.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cerf, cru","viandes, œufs, poissons et assimilés",viandes crues,gibier,113.0,2.04,0.88,0.47,0.67,23.7,0.0,0.0,0.0,0.0,5.25,0.0,0.2,1.1,0.0,0.0,6.31,0.37,0.0
"Faisan, viande, cru","viandes, œufs, poissons et assimilés",viandes crues,gibier,127.0,3.78,1.29,0.65,1.23,23.3,0.0,0.0,0.0,0.0,14.8,0.0,0.0,0.0,5.91,52.3,0.83,0.73,0.96
"Faisan, viande et peau, cru","viandes, œufs, poissons et assimilés",viandes crues,gibier,164.0,7.95,3.32,0.89,3.3,23.2,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.3,73.0,0.77,0.66,0.93
"Cheval, viande, crue","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,167.0,10.0,3.64,2.41,3.35,18.8,0.6,0.0,0.0,0.0,10.0,0.3,0.23,0.0,0.6,21.0,3.1,0.5,0.6
"Cheval, steak, cru","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,129.0,4.6,1.44,0.65,1.61,21.4,0.4,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,0.38,0.0
"Cheval, tende de tranche, crue","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,106.0,1.68,0.48,0.39,0.39,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.7,0.0
"Cheval, faux-filet, cru","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,121.0,3.58,1.17,0.64,1.17,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.66,0.0
"Cheval, entrecôte, crue","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,118.0,3.34,1.08,0.64,1.03,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.66,0.0
"Chevreau, cru","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,103.0,2.31,0.71,0.17,1.03,20.6,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0
"Lapin, viande crue","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,189.0,11.6,4.74,2.74,3.87,20.4,0.66,0.0,0.0,0.0,10.3,0.0,0.4,0.0,3.0,10.0,2.9,0.18,1.1
"Lapin de garenne, viande, crue","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,108.0,2.32,0.69,0.45,0.63,21.8,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Poule, viande et peau, crue","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,215.0,15.8,4.38,3.92,7.44,17.8,0.4,0.0,0.0,0.0,32.7,0.0,0.32,2.4,0.0,45.0,0.32,0.33,0.9
"Poule, viande ,crue","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,124.0,4.51,1.12,1.12,1.38,20.9,0.0,0.0,0.0,0.0,8.5,0.2,0.17,2.0,3.3,20.5,0.45,0.52,1.06
"Poule, cuisse, crue","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,131.0,5.92,1.51,1.44,1.93,19.6,0.0,0.0,0.0,0.0,9.5,0.0,0.21,2.65,4.6,24.0,0.44,0.36,1.18
"Chapon, viande et peau, cru","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,183.0,10.6,1.5,0.0,0.0,21.8,0.0,0.0,0.0,0.0,11.0,0.0,0.32,2.4,1.7,37.0,0.34,0.36,0.97
"Caille, viande et peau, crue","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,136.0,5.55,0.6,1.68,2.36,21.5,0.0,0.0,0.0,0.0,14.0,0.5,0.05,0.0,6.1,73.0,0.43,0.6,0.77
"Caille, viande, crue","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,126.0,3.81,1.21,1.17,1.28,22.5,0.5,0.5,0.0,0.0,14.0,0.0,0.0,0.0,7.2,17.0,0.47,0.53,0.79
"Canard, viande, crue","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,126.0,5.33,1.94,0.76,2.33,19.4,0.0,0.0,0.0,0.0,9.0,0.55,0.7,2.8,5.85,22.0,0.49,0.41,1.6
"Canard, cuisse avec peau, sans os, crue","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,103.0,3.1,1.05,0.42,1.47,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Canard, viande et peau, cru","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,284.0,22.6,7.47,2.73,11.3,17.4,2.75,0.2,0.0,0.0,5.1,0.68,0.69,0.8,0.5,39.3,1.65,0.26,1.97
"Canard, magret, cru","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,340.0,29.4,8.95,0.0,0.0,17.9,0.85,0.7,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oie, viande crue","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,155.0,7.12,2.79,0.9,1.85,22.6,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,7.2,21.0,0.49,0.64,1.97
"Oie, viande et peau, crue","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,365.0,33.6,9.78,3.76,17.8,15.7,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,4.2,23.5,0.34,0.49,1.29
"Pigeon, cru","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,222.0,16.0,4.89,2.33,6.19,18.9,0.7,0.4,0.0,0.0,12.5,0.4,0.1,0.0,6.2,50.5,0.44,0.47,0.77
"Pintade, crue","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,143.0,5.75,1.55,1.0,1.56,22.8,0.0,0.0,0.0,0.0,11.5,0.4,0.3,0.0,1.5,20.0,0.36,0.43,0.91
"Pintade, poitrine, crue","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,107.0,0.7,0.23,0.15,0.25,25.1,0.0,0.0,0.0,0.0,4.0,0.3,0.0,0.0,0.0,0.0,0.0,0.81,0.0
"Pintade, cuisse, crue","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,121.0,4.0,1.3,0.39,0.64,21.3,0.0,0.0,0.0,0.0,13.0,0.3,0.01,0.0,0.0,0.0,0.0,0.61,0.0
"Autruche, viande crue","viandes, œufs, poissons et assimilés",viandes crues,autres viandes,159.0,8.7,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,7.0,0.0,0.24,0.0,0.0,0.0,4.61,0.48,1.08
"Cervelle, agneau, crue","viandes, œufs, poissons et assimilés",viandes crues,abats,122.0,8.58,2.19,0.88,1.55,10.4,0.8,0.0,0.0,0.0,9.0,0.0,0.0,0.0,16.0,0.0,11.3,0.29,0.92
"Cervelle, porc, crue","viandes, œufs, poissons et assimilés",viandes crues,abats,124.0,9.21,2.08,1.43,1.66,10.3,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,13.5,0.0,2.19,0.19,2.8
"Cervelle, veau, crue","viandes, œufs, poissons et assimilés",viandes crues,abats,117.0,8.21,1.91,0.95,1.64,10.3,0.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,14.0,0.0,12.2,0.28,2.72
"Coeur, boeuf, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,103.0,2.95,0.74,0.61,0.56,18.5,0.7,0.0,0.0,0.0,5.48,1.0,0.21,0.0,2.0,0.0,8.44,0.11,2.15
"Coeur, poulet, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,149.0,9.32,2.66,2.71,2.37,15.6,0.7,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.2,9.0,7.29,0.3,2.56
"Coeur, dinde, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,135.0,7.44,1.92,2.15,2.05,16.7,0.4,0.0,0.0,0.0,18.0,0.4,0.31,0.0,3.0,80.0,13.3,0.48,3.12
"Coeur, agneau, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,119.0,5.68,2.25,0.55,1.6,16.5,0.4,0.4,0.0,0.0,6.0,0.51,0.48,0.0,5.0,0.0,10.3,0.39,2.63
"Coeur, porc, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,109.0,4.33,1.08,1.3,0.94,17.1,0.4,0.0,0.0,0.0,5.15,0.51,0.42,0.0,4.15,7.0,3.25,0.41,2.51
"Coeur, veau, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,106.0,3.84,1.24,0.85,0.85,16.1,1.8,0.0,0.0,0.0,4.71,1.0,0.8,0.0,6.5,6.0,12.9,0.37,2.79
"Foie, agneau, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,148.0,5.45,1.45,1.44,0.85,21.8,2.92,2.0,0.0,0.0,7.0,0.45,0.69,1.0,4.0,435.0,95.8,0.37,6.13
"Foie, génisse, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,138.0,4.3,1.26,0.71,0.4,21.0,3.67,0.0,0.0,0.0,5.95,0.67,0.4,53.6,23.0,6350.0,95.6,0.52,7.44
"Foie, veau, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,120.0,3.4,1.31,1.19,0.69,15.5,5.64,0.0,0.0,0.0,4.9,0.62,0.79,0.8,9.75,13800.0,46.5,0.5,3.13
"Foie, volaille, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,133.0,4.88,1.65,0.0,0.0,21.3,1.13,0.0,0.0,0.0,12.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
"Foie, lapin, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,132.0,4.0,0.81,1.31,0.85,19.0,5.0,3.75,0.0,0.0,12.3,0.0,0.13,0.0,9.0,4530.0,0.0,0.5,0.0
"Foie, poulet, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,121.0,4.62,1.46,1.15,1.07,18.8,1.1,0.0,0.0,0.0,10.5,0.21,0.51,80.0,19.7,8490.0,19.3,0.83,6.41
"Foie, dinde, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,123.0,5.5,1.66,1.68,0.82,18.3,0.0,0.0,0.0,0.0,20.0,1.3,0.24,0.0,24.5,8060.0,19.7,1.04,6.28
"Foie, porc, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,127.0,4.2,1.66,0.7,0.42,20.6,1.85,1.1,0.0,0.0,7.74,0.2,0.2,30.0,25.2,10300.0,33.0,0.68,6.53
"Foie, oie, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,129.0,4.29,1.59,0.26,0.81,16.3,6.3,0.0,0.0,0.0,43.0,0.0,0.0,10.9,4.5,20400.0,54.0,0.85,6.18
"Foie, canard, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,131.0,4.62,1.44,0.63,0.71,18.7,3.5,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.5,12000.0,54.0,0.76,6.18
"Langue, boeuf, crue","viandes, œufs, poissons et assimilés",viandes crues,abats,193.0,13.8,4.69,0.73,5.23,16.8,0.4,0.2,0.0,0.0,6.5,0.0,0.1,0.0,2.9,0.0,5.1,0.17,1.33
"Langue, veau, crue","viandes, œufs, poissons et assimilés",viandes crues,abats,151.0,8.84,3.73,0.45,4.0,17.0,0.9,0.0,0.0,0.0,5.7,0.0,0.1,0.0,3.85,0.0,5.05,0.16,1.6
"Langue, porc, crue","viandes, œufs, poissons et assimilés",viandes crues,abats,191.0,13.6,4.97,1.26,6.31,16.6,0.5,0.0,0.0,0.0,11.3,1.15,0.2,0.0,3.55,0.0,3.27,0.3,1.32
"Langue, agneau, crue","viandes, œufs, poissons et assimilés",viandes crues,abats,167.0,10.9,3.52,0.43,4.99,15.4,1.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0
"Ris, agneau, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,122.0,7.04,3.12,0.4,2.97,14.6,0.0,0.0,0.0,0.0,5.5,1.0,0.04,0.0,38.0,0.0,4.6,0.05,1.0
"Ris, veau, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,96.6,3.02,1.25,0.58,0.76,17.4,0.0,0.0,0.0,0.0,2.67,0.25,0.09,0.0,49.2,5.0,3.33,0.035,1.23
"Rognon, boeuf, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,95.9,2.65,0.5,0.67,0.3,17.1,0.9,0.0,0.0,0.0,11.2,1.05,0.21,0.0,12.2,253.0,21.1,0.36,3.91
"Rognon, porc, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,97.9,3.13,1.02,0.35,0.94,16.4,1.1,0.0,0.0,0.0,7.99,1.0,0.2,0.0,13.3,105.0,12.7,0.53,3.17
"Rognon, agneau, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,94.1,3.43,0.93,0.43,0.79,14.7,1.13,0.5,0.0,0.0,13.0,0.0,0.43,0.0,11.0,95.0,31.5,0.22,4.22
"Rognon, veau, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,86.1,2.36,0.82,0.36,0.55,16.0,0.2,0.0,0.0,0.0,10.2,1.0,0.2,0.0,9.5,86.0,25.6,0.44,3.65
"Tripes, boeuf, crues","viandes, œufs, poissons et assimilés",viandes crues,abats,81.5,3.69,1.29,0.18,1.53,12.1,0.0,0.0,0.0,0.0,69.0,0.0,0.09,0.0,3.0,0.0,1.39,0.014,0.23
"Sang, boeuf, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,82.1,0.12,0.04,0.0,0.05,19.5,0.8,0.8,0.0,0.0,4.0,0.1,0.4,0.0,0.0,5.0,0.0,0.0,0.0
"Gésier, poulet, cru","viandes, œufs, poissons et assimilés",viandes crues,abats,105.0,3.75,1.12,0.62,0.9,17.3,0.6,0.0,0.0,0.0,11.0,0.6,0.27,0.0,3.7,42.0,0.91,0.12,0.63
Charcuterie (aliment moyen),"viandes, œufs, poissons et assimilés",charcuteries et assimilés,0.0,238.0,17.1,6.61,1.98,7.06,19.7,1.47,0.86,0.0,0.25,14.6,0.51,0.4,0.0,0.0,234.0,0.96,0.29,0.7
Jambon persillé en gelée,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,jambons cuits,152.0,7.9,2.8,0.92,3.7,19.0,0.48,0.3,0.2,0.0,12.0,0.32,0.33,5.89,10.4,21.0,0.38,0.15,0.41
Jambon de porc à cuire ou Jambon à rôtir/cuire au four,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,jambons cuits,161.0,9.08,3.11,1.07,4.01,19.9,0.0,0.0,0.0,0.0,7.67,0.47,0.23,0.0,0.8,2.5,0.62,0.48,0.7
Filet de bacon,"viandes, œufs, poissons et assimilés",charcuteries et assimilés,jambons cuits,118.0,2.6,1.02,0.31,1.15,23.1,0.7,0.2,0.2,0.0,3.8,0.25,0.45,0.8,6.55,21.0,0.38,0.34,0.93
"Jambon cuit, fumé","viandes, œufs, poissons et assimilés",charcuteries et assimilés,jambons cuits,135.0,5.8,2.36,0.52,2.65,20.0,0.79,0.62,0.0,0.1,4.3,0.63,0.1,0.0,0.0,0.0,0.28,0.46,0.42
